x, y
353789.5559377185, 26.556938967049327
357162.8386886408, 26.175604388491536
365489.04477234295, 26.789401413822915
360498.6160067536, 27.005404705653902
363845.4243345162, 26.382915767038227
372021.60868698056, 26.934204990452763
369283.7120918893, 27.46385689781916
384749.1876209705, 27.329409643400385
375086.0231677072, 27.70131257137309
380358.8457803326, 27.38285566338254
385863.31959560467, 27.815971852995702
381755.3716020028, 28.075804579898563
395349.98789447045, 28.01311184365652
395689.74299168563, 28.38945319543397
395819.9089055538, 28.942036959124888
400413.2213237488, 29.151752483899152
404578.5305675299, 28.54257881669772
401028.7516622101, 28.228375398186717
409377.019765212, 28.719930834562373
407801.7915872143, 29.552690100927904
414632.19276239764, 29.07093618378773
416964.14820237464, 30.029080922637345
421058.85898439673, 29.493326182539423
423234.17408734595, 30.032224806165708
429310.05420247995, 30.504547072720797
436943.51288017194, 30.8849569796526
459250.42059408635, 31.349512004549382
462603.8475276389, 31.856232055591256
467333.944465492, 32.055406323829246
474874.74266212527, 32.32171175211403
491972.8076193833, 33.008372901573324
485753.52437880135, 32.77017749071861
500998.37971488567, 33.526558880777465
523303.08122687007, 34.369859403679264
518008.196594945, 34.19750061259495
538047.1287248514, 34.954066936979004
571100.4460396437, 36.13339312876514
554860.5936331436, 35.640358217787906
561578.4785098985, 35.9297804367224
262587.3743547389, 21.815777671954248
267944.03264070314, 22.00570522393235
281185.6566243758, 22.838094621647485
290012.6705461809, 23.234963683521887
285516.4310129045, 23.074440689250228
295259.0187356467, 23.75259485975043
302601.25875858276, 24.02370858049035
85590.41211913328, 8.442621813928328
79108.590848885, 8.183343890001062
102553.89875866326, 11.084593583703587
94302.70354058001, 10.315266790880887
112759.78888669887, 12.029423051138963
122178.0649257356, 12.822421437586977
128796.67071564196, 13.275510534321498
132145.68524533458, 13.747093063575797
137312.61016532147, 13.842519175377843
139163.61358456526, 12.431470274118903
184150.27713855874, 17.23236535625286
201912.40887673743, 16.835866163028854
193685.48187988382, 18.143351842177047
204250.98292250434, 18.501014827109522
230023.83386839967, 20.138608276735724
245354.73107975276, 20.90331171142848
314854.5042776294, 24.60958052271687
319383.8368398553, 24.96742844197454
326704.0148434917, 25.217644583967118
331116.41870342934, 25.56717045859089
339886.07137505524, 24.94856514080437
326472.363640845, 24.363987738854238
344007.25658023695, 25.01403189192438
346809.1330312973, 25.303084242208485
349862.5165023741, 26.43895086757315
362232.69072370906, 26.04430101760112
371366.3667137798, 26.572658384691135
378510.04856301873, 27.028151627653227
392276.74860602396, 27.756238065956826
388817.4239798329, 27.514898771573744
432586.2640684836, 30.15613080404821
447467.0960861231, 31.211735932277048
453829.78245215304, 31.381505642808595
457928.90563803504, 31.774121215203447
464364.396667754, 31.486640806683525
469821.4371415318, 31.620625725289305
474857.0930466855, 31.8607629465586
478285.530845857, 32.02082360501726
484295.22490309196, 32.219628004604864
492280.57278861396, 32.68908378911939
489490.83044816845, 32.49582741928772
497447.4977086009, 32.81890768540822
497374.6930449119, 33.26626381806161
508208.2476220236, 33.034078772775814
502808.568398425, 32.972957978297956
509235.2346204241, 33.33875807353913
516256.47226254974, 33.636132468457134
523574.4440642562, 33.91556823383096
530974.0453373715, 34.093105186020814
544199.1228065694, 34.671672222402016
530152.2351184582, 34.51050195799217
551112.2565541266, 34.82812666151933
554234.0322850324, 34.981714618596065
561731.8095440313, 35.61261806900824
554141.3718039737, 35.282325364205036
559639.2270134559, 35.111908383535294
570279.7389216954, 35.65237894892576
567199.8810274589, 36.0540563032553
546298.3239429347, 35.29027754018854
540855.6237817017, 34.57319469423421
