datetime,bon_soc,tda_soc,jda_soc,mcn_soc
2018-09-07 00:00:00,0.6808510638297874,0.6807817589576574,0.14619883040935605,0.6431226765799118
2018-09-07 01:00:00,0.7021276595744701,0.6807817589576574,0.14619883040935605,0.6988847583643112
2018-09-07 02:00:00,0.7021276595744701,0.6807817589576574,0.1754385964912339,0.7211895910780667
2018-09-07 03:00:00,0.6595744680851078,0.6807817589576574,0.1754385964912339,0.7546468401486894
2018-09-07 04:00:00,0.7021276595744701,0.6807817589576574,0.1754385964912339,0.7769516728624449
2018-09-07 05:00:00,0.6808510638297874,0.6807817589576574,0.14619883040935605,0.7992565055762004
2018-09-07 06:00:00,0.6808510638297874,0.6449511400651446,0.11695906432747818,0.7806691449814006
2018-09-07 07:00:00,0.6808510638297874,0.6449511400651446,0.14619883040935605,0.7955390334572446
2018-09-07 08:00:00,0.7021276595744701,0.6319218241042351,0.1754385964912339,0.7806691449814006
2018-09-07 09:00:00,0.7021276595744701,0.6449511400651446,0.20467836257309513,0.7397769516728453
2018-09-07 10:00:00,0.7234042553191498,0.6449511400651446,0.1754385964912339,0.7249070631970224
2018-09-07 11:00:00,0.7446808510638293,0.6449511400651446,0.20467836257309513,0.6728624535315999
2018-09-07 12:00:00,0.7446808510638293,0.6449511400651446,0.19590643274854175,0.6468401486988675
2018-09-07 13:00:00,0.7446808510638293,0.6449511400651446,0.20467836257309513,0.6282527881040889
2018-09-07 14:00:00,0.7234042553191498,0.6449511400651446,0.20467836257309513,0.6022304832713565
2018-09-07 15:00:00,0.7446808510638293,0.6319218241042351,0.20467836257309513,0.5464684014869783
2018-09-07 16:00:00,0.7446808510638293,0.6319218241042351,0.20467836257309513,0.5390334572490668
2018-09-07 17:00:00,0.7446808510638293,0.6319218241042351,0.1754385964912339,0.5241635687732228
2018-09-07 18:00:00,0.7446808510638293,0.5960912052117318,0.1754385964912339,0.5167286245353113
2018-09-07 19:00:00,0.7234042553191498,0.5244299674267157,0.14619883040935605,0.46096654275091203
2018-09-07 20:00:00,0.7446808510638293,0.6319218241042351,0.11695906432747818,0.47211895910780033
2018-09-07 21:00:00,0.765957446808512,0.5602605863192192,0.08771929824561694,0.4275092936802893
2018-09-07 22:00:00,0.7872340425531916,0.5960912052117318,0.14619883040935605,0.47211895910780033
2018-09-07 23:00:00,0.7872340425531916,0.5244299674267157,0.1754385964912339,0.4907063197026001
2018-09-08 00:00:00,0.765957446808512,0.4951140065146624,0.22807017543858746,0.4795539033457118
2018-09-08 01:00:00,0.7446808510638293,0.5244299674267157,0.14619883040935605,0.5390334572490668
2018-09-08 02:00:00,0.7234042553191498,0.5244299674267157,0.11695906432747818,0.5724907063196896
2018-09-08 03:00:00,0.7446808510638293,0.5960912052117318,0.11695906432747818,0.5762081784386452
2018-09-08 04:00:00,0.765957446808512,0.5960912052117318,0.14619883040935605,0.5650557620817781
2018-09-08 05:00:00,0.765957446808512,0.6319218241042351,0.1754385964912339,0.5427509293680226
2018-09-08 06:00:00,0.765957446808512,0.5960912052117318,0.1754385964912339,0.5724907063196896
2018-09-08 07:00:00,0.8085106382978743,0.5602605863192192,0.14619883040935605,0.5762081784386452
2018-09-08 08:00:00,0.8723404255319162,0.5960912052117318,0.1754385964912339,0.5687732342007338
2018-09-08 09:00:00,0.9148936170212785,0.5602605863192192,0.1754385964912339,0.5724907063196896
2018-09-08 10:00:00,0.9148936170212785,0.6449511400651446,0.1754385964912339,0.5501858736059341
2018-09-08 11:00:00,0.9361702127659581,0.5960912052117318,0.14619883040935605,0.5353159851301111
2018-09-08 12:00:00,0.8723404255319162,0.6319218241042351,0.14619883040935605,0.5427509293680226
2018-09-08 13:00:00,0.8723404255319162,0.5960912052117318,0.11695906432747818,0.5464684014869783
2018-09-08 14:00:00,0.8723404255319162,0.5960912052117318,0.11695906432747818,0.5427509293680226
2018-09-08 15:00:00,0.8723404255319162,0.5960912052117318,0.14619883040935605,0.5278810408921786
2018-09-08 16:00:00,0.829787234042554,0.6319218241042351,0.14619883040935605,0.5278810408921786
2018-09-08 17:00:00,0.829787234042554,0.5960912052117318,0.11695906432747818,0.5427509293680226
2018-09-08 18:00:00,0.8510638297872335,0.5602605863192192,0.08771929824561694,0.5018587360594673
2018-09-08 19:00:00,0.8510638297872335,0.5960912052117318,0.08771929824561694,0.5130111524163556
2018-09-08 20:00:00,0.8723404255319162,0.5602605863192192,0.14619883040935605,0.4907063197026001
2018-09-08 21:00:00,0.8723404255319162,0.5960912052117318,0.1754385964912339,0.5092936802973788
2018-09-08 22:00:00,0.8936170212765958,0.6319218241042351,0.1754385964912339,0.48327137546466753
2018-09-08 23:00:00,0.8936170212765958,0.6319218241042351,0.1754385964912339,0.5092936802973788
2018-09-09 00:00:00,0.8085106382978743,0.5960912052117318,0.1754385964912339,0.5018587360594673
2018-09-09 01:00:00,0.8510638297872335,0.5960912052117318,0.14619883040935605,0.4944237918215558
2018-09-09 02:00:00,0.8510638297872335,0.5602605863192192,0.14619883040935605,0.47211895910780033
2018-09-09 03:00:00,0.8510638297872335,0.5928338762214974,0.1754385964912339,0.4795539033457118
2018-09-09 04:00:00,0.8085106382978743,0.5602605863192192,0.1754385964912339,0.49814126394051156
2018-09-09 05:00:00,0.7872340425531916,0.5602605863192192,0.1754385964912339,0.5167286245353113
2018-09-09 06:00:00,0.8085106382978743,0.5602605863192192,0.14619883040935605,0.5501858736059341
2018-09-09 07:00:00,0.7872340425531916,0.5602605863192192,0.14619883040935605,0.5501858736059341
2018-09-09 08:00:00,0.7446808510638293,0.5602605863192192,0.11695906432747818,0.5687732342007338
2018-09-09 09:00:00,0.7446808510638293,0.5960912052117318,0.11695906432747818,0.5799256505576221
2018-09-09 10:00:00,0.7234042553191498,0.5602605863192192,0.11695906432747818,0.6096654275092891
2018-09-09 11:00:00,0.7234042553191498,0.5960912052117318,0.14619883040935605,0.6654275092936673
2018-09-09 12:00:00,0.7021276595744701,0.5960912052117318,0.11695906432747818,0.6617100371747116
2018-09-09 13:00:00,0.6595744680851078,0.5960912052117318,0.11695906432747818,0.6319702602230446
2018-09-09 14:00:00,0.6595744680851078,0.5960912052117318,0.08771929824561694,0.6171003717472006
2018-09-09 15:00:00,0.6382978723404251,0.5960912052117318,0.05847953216373909,0.6022304832713565
2018-09-09 16:00:00,0.6382978723404251,0.6319218241042351,0.11695906432747818,0.5650557620817781
2018-09-09 17:00:00,0.7021276595744701,0.6449511400651446,0.1754385964912339,0.5464684014869783
2018-09-09 18:00:00,0.8085106382978743,0.6319218241042351,0.20467836257309513,0.5390334572490668
2018-09-09 19:00:00,0.829787234042554,0.5244299674267157,0.1754385964912339,0.5092936802973788
2018-09-09 20:00:00,0.8510638297872335,0.4951140065146624,0.11695906432747818,0.5092936802973788
2018-09-09 21:00:00,0.8723404255319162,0.4918566775244281,0.08771929824561694,0.5130111524163556
2018-09-09 22:00:00,0.8936170212765958,0.557003257328994,0.14619883040935605,0.5427509293680226
2018-09-09 23:00:00,0.8510638297872335,0.5244299674267157,0.20467836257309513,0.5501858736059341
2018-09-10 00:00:00,0.829787234042554,0.5244299674267157,0.20467836257309513,0.5427509293680226
2018-09-10 01:00:00,0.8510638297872335,0.5602605863192192,0.14619883040935605,0.5762081784386452
